i,j,k,total_count,odd_i_count,odd_j_count,odd_k_count,odd_i_pct,odd_j_pct,odd_k_pct,shannon_entropy,agreement_score
402,632,1145,15,13,0,2,86.66666666666667,0.0,13.333333333333334,0.39267446722755217,0.6425722966346875
404,1028,1461,21,2,16,3,9.523809523809524,76.19047619047619,14.285714285714285,0.7091152575824363,0.3545354763488726
404,1255,1680,14,7,3,4,50.0,21.428571428571427,28.57142857142857,1.0346012329101812,0.05826537388866426
404,1516,1544,19,1,6,12,5.263157894736842,31.57894736842105,63.1578947368421,0.8092054732283177,0.2634294358664522
405,638,1213,14,2,12,0,14.285714285714285,85.71428571428571,0.0,0.410116318288409,0.6266960396141128
405,771,1005,12,1,8,3,8.333333333333332,66.66666666666666,25.0,0.8239592165010823,0.25
405,849,1394,11,2,2,7,18.181818181818183,18.181818181818183,63.63636363636363,0.9075352941050093,0.17392577575729695
405,1439,1514,15,0,1,14,0.0,6.666666666666667,93.33333333333333,0.24493002679463532,0.7770550818327606
407,1205,1309,18,5,3,10,27.77777777777778,16.666666666666664,55.55555555555556,0.9809896824453153,0.10706471012206953
408,977,1584,12,1,3,8,8.333333333333332,25.0,66.66666666666666,0.8239592165010823,0.25
412,633,1231,20,0,20,0,0.0,100.0,0.0,0.0,1.0
412,875,1835,16,3,5,8,18.75,31.25,50.0,1.0239287996389363,0.06797984129570867
413,682,821,14,5,8,1,35.714285714285715,57.14285714285714,7.142857142857142,0.8760057656431737,0.20262518936030705
413,1351,1427,15,3,9,3,20.0,60.0,20.0,0.9502705392332347,0.1350264792820728
414,618,702,15,4,4,7,26.666666666666668,26.666666666666668,46.666666666666664,1.0606018056124555,0.034598632700291176
416,638,1305,13,1,3,9,7.6923076923076925,23.076923076923077,69.23076923076923,0.7902679680745903,0.2806670959118227
416,657,1540,18,0,18,0,0.0,100.0,0.0,0.0,1.0
416,685,1070,15,3,6,6,20.0,40.0,40.0,1.0549201679861442,0.03977028213923883
417,702,1128,9,9,0,0,100.0,0.0,0.0,0.0,1.0
417,848,1094,19,19,0,0,100.0,0.0,0.0,0.0,1.0
417,1046,1733,13,0,9,4,0.0,69.23076923076923,30.76923076923077,0.6172417697303416,0.4381623288788734
417,1241,1585,16,3,12,1,18.75,75.0,6.25,0.7029189307735104,0.3601756160713565
419,715,744,21,2,16,3,9.523809523809524,76.19047619047619,14.285714285714285,0.7091152575824363,0.3545354763488726
421,664,781,18,1,2,15,5.555555555555555,11.11111111111111,83.33333333333334,0.5566469035821068,0.49331815297919945
421,1315,1580,16,5,4,7,31.25,25.0,43.75,1.0717300941124526,0.02446922798237361
424,490,1534,14,0,2,12,0.0,14.285714285714285,85.71428571428571,0.410116318288409,0.6266960396141128
424,689,883,14,4,3,7,28.57142857142857,21.428571428571427,50.0,1.0346012329101812,0.05826537388866426
424,731,1773,18,10,5,3,55.55555555555556,27.77777777777778,16.666666666666664,0.9809896824453153,0.10706471012206953
425,1599,1601,16,7,5,4,43.75,31.25,25.0,1.0717300941124526,0.02446922798237361
426,1291,1355,16,5,10,1,31.25,62.5,6.25,0.8305236914828463,0.2440247573693879
428,604,1809,16,9,1,6,56.25,6.25,37.5,0.8647400965276372,0.21287964330346687
429,722,1308,13,1,6,6,7.6923076923076925,46.15384615384615,46.15384615384615,0.9110175397125628,0.17075609920855273
432,1400,1460,15,2,13,0,13.333333333333334,86.66666666666667,0.0,0.39267446722755217,0.6425722966346875
433,769,1543,16,3,6,7,18.75,37.5,43.75,1.0433534269422904,0.05029878356158923
434,1091,1490,14,0,1,13,0.0,7.142857142857142,92.85714285714286,0.25731864054383163,0.7657784796347136
437,1219,1408,15,1,1,13,6.666666666666667,6.666666666666667,86.66666666666667,0.48509409130221154,0.5584483294918265
437,1356,1829,20,15,1,4,75.0,5.0,20.0,0.6874357505033553,0.3742690141061864
438,1091,1354,19,8,10,1,42.10526315789473,52.63157894736842,5.263157894736842,0.8569977547780645,0.2199270264698786
438,1268,1832,19,1,12,6,5.263157894736842,63.1578947368421,31.57894736842105,0.8092054732283177,0.2634294358664522
440,465,1133,15,1,14,0,6.666666666666667,93.33333333333333,0.0,0.24493002679463532,0.7770550818327606
441,740,1368,16,5,10,1,31.25,62.5,6.25,0.8305236914828463,0.2440247573693879
442,450,1074,16,1,14,1,6.25,87.5,6.25,0.4634135588264299,0.57818280060544
442,1194,1626,15,6,4,5,40.0,26.666666666666668,33.33333333333333,1.0851886129676505,0.012218756188075552
444,801,1042,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,0.2711893730418441,0.7531527948129749
446,1187,1805,19,3,14,2,15.789473684210526,73.68421052631578,10.526315789473683,0.7534424611802384,0.3141871168274789
447,1003,1006,15,5,7,3,33.33333333333333,46.666666666666664,20.0,1.0437570363314084,0.049931402463379126
448,1581,1629,13,1,9,3,7.6923076923076925,69.23076923076923,23.076923076923077,0.7902679680745903,0.2806670959118227
448,1692,1766,13,2,10,1,15.384615384615385,76.92307692307693,7.6923076923076925,0.6870920273799715,0.374581884376189
449,1372,1653,17,2,11,4,11.76470588235294,64.70588235294117,23.52941176470588,0.8739004142690673,0.20454156276685143
451,673,1117,15,0,0,15,0.0,0.0,100.0,0.0,1.0
451,950,1451,13,5,6,2,38.46153846153847,46.15384615384615,15.384615384615385,1.0123308391031736,0.07853675992423004
452,897,1283,16,0,16,0,0.0,100.0,0.0,0.0,1.0
453,1083,1781,14,3,0,11,21.428571428571427,0.0,78.57142857142857,0.5195798391305154,0.5270580490589432
454,482,1040,15,4,6,5,26.666666666666668,40.0,33.33333333333333,1.0851886129676505,0.012218756188075552
455,1237,1787,17,3,11,3,17.647058823529413,64.70588235294117,17.647058823529413,0.8938885362449964,0.1863475900777588
455,1251,1264,17,9,2,6,52.94117647058824,11.76470588235294,35.294117647058826,0.9560443809671457,0.12977090204753183
459,1241,1617,18,15,1,2,83.33333333333334,5.555555555555555,11.11111111111111,0.5566469035821068,0.49331815297919945
460,1082,1774,15,10,5,0,66.66666666666666,33.33333333333333,0.0,0.6365141682948128,0.42061983571430506
460,1393,1838,11,7,4,0,63.63636363636363,36.36363636363637,0.0,0.6554817739013927,0.40335477705600886
463,636,645,14,9,2,3,64.28571428571429,14.285714285714285,21.428571428571427,0.8921178708188162,0.18795931920589992
463,676,1575,16,0,6,10,0.0,37.5,62.5,0.6615632381579821,0.39781918973433217
463,1730,1741,13,0,5,8,0.0,38.46153846153847,61.53846153846154,0.666278442414676,0.39352722585833155
465,668,1765,13,13,0,0,100.0,0.0,0.0,0.0,1.0
466,908,1767,13,3,2,8,23.076923076923077,15.384615384615385,61.53846153846154,0.9251290835720823,0.15791121843935296
467,659,1240,16,6,8,2,37.5,50.0,12.5,0.9743147528693494,0.11314049285708527
467,1093,1499,14,4,8,2,28.57142857142857,57.14285714285714,14.285714285714285,0.9556998911125343,0.13008447022637415
468,672,964,13,2,2,9,15.384615384615385,15.384615384615385,69.23076923076923,0.8305178252872478,0.24403009701073275
469,857,1566,13,4,8,1,30.76923076923077,61.53846153846154,7.6923076923076925,0.8587409130062869,0.21834033547233322
469,1373,1489,17,4,9,4,23.52941176470588,52.94117647058824,23.52941176470588,1.0176029861159162,0.07373784490468815
470,1006,1314,18,12,5,1,66.66666666666666,27.77777777777778,5.555555555555555,0.7867012379169144,0.28391367361213227
474,1686,1691,12,1,11,0,8.333333333333332,91.66666666666666,0.0,0.2868359830561607,0.7389106366142117
478,864,972,15,7,3,5,46.666666666666664,20.0,33.33333333333333,1.0437570363314084,0.049931402463379126
478,924,1065,16,11,2,3,68.75,12.5,18.75,0.8314025204956377,0.24322481272844754
479,1290,1657,16,2,4,10,12.5,25.0,62.5,0.9002560512685369,0.1805516281271965
480,911,1426,18,9,3,6,50.0,16.666666666666664,33.33333333333333,1.0114042647073518,0.07938016428569505
480,1006,1314,17,3,13,1,17.647058823529413,76.47058823529412,5.88235294117647,0.6779087256441981,0.38294088584604025
482,609,1389,11,0,10,1,0.0,90.9090909090909,9.090909090909092,0.30463609734923813,0.7227082743462115
482,1107,1646,15,2,13,0,13.333333333333334,86.66666666666667,0.0,0.39267446722755217,0.6425722966346875
482,1182,1750,17,1,16,0,5.88235294117647,94.11764705882352,0.0,0.22371807606583377,0.7963630314593915
483,499,1422,15,14,0,1,93.33333333333333,0.0,6.666666666666667,0.24493002679463532,0.7770550818327606
483,1453,1568,14,2,3,9,14.285714285714285,21.428571428571427,64.28571428571429,0.8921178708188162,0.18795931920589992
484,1662,1802,17,6,2,9,35.294117647058826,11.76470588235294,52.94117647058824,0.9560443809671457,0.12977090204753183
486,498,1291,19,5,4,10,26.31578947368421,21.052631578947366,52.63157894736842,1.017164350924834,0.07413710786179006
487,946,1436,15,14,0,1,93.33333333333333,0.0,6.666666666666667,0.24493002679463532,0.7770550818327606
487,1216,1755,15,12,2,1,80.0,13.333333333333334,6.666666666666667,0.6277052571971504,0.42863805213926576
489,833,1280,14,0,10,4,0.0,71.42857142857143,28.57142857142857,0.5982695885852573,0.45543155237179933
492,994,1754,15,15,0,0,100.0,0.0,0.0,0.0,1.0
493,1009,1486,16,3,2,11,18.75,12.5,68.75,0.8314025204956377,0.24322481272844754
495,752,1774,17,13,3,1,76.47058823529412,17.647058823529413,5.88235294117647,0.6779087256441981,0.38294088584604025
496,1311,1675,15,1,12,2,6.666666666666667,80.0,13.333333333333334,0.6277052571971504,0.42863805213926576
497,525,1062,9,0,5,4,0.0,55.55555555555556,44.44444444444444,0.6869615765973234,0.3747006257956995
499,805,940,17,4,10,3,23.52941176470588,58.82352941176471,17.647058823529413,0.9586918593253719,0.1273610633942287
503,1658,1675,19,9,0,10,47.368421052631575,0.0,52.63157894736842,0.6917614988524178,0.37033154827435344
504,1102,1604,15,1,2,12,6.666666666666667,13.333333333333334,80.0,0.6277052571971504,0.42863805213926576
506,620,815,13,6,0,7,46.15384615384615,0.0,53.84615384615385,0.6901856760188042,0.3717659240317227
506,970,1525,15,5,5,5,33.33333333333333,33.33333333333333,33.33333333333333,1.0986122886681096,2.220446049250313e-16
508,960,1240,16,8,3,5,50.0,18.75,31.25,1.0239287996389363,0.06797984129570867
509,994,1503,17,15,1,1,88.23529411764706,5.88235294117647,5.88235294117647,0.44375728426014843,0.5960747127650169
509,1014,1297,15,1,12,2,6.666666666666667,80.0,13.333333333333334,0.6277052571971504,0.42863805213926576
512,595,814,16,2,3,11,12.5,18.75,68.75,0.8314025204956377,0.24322481272844754
512,690,1486,14,3,2,9,21.428571428571427,14.285714285714285,64.28571428571429,0.8921178708188162,0.18795931920589992
513,1155,1156,16,2,12,2,12.5,75.0,12.5,0.7356219397587946,0.33040805446422084
515,714,728,15,6,0,9,40.0,0.0,60.0,0.6730116670092565,0.3873983807106558
515,1078,1332,20,0,18,2,0.0,90.0,10.0,0.3250829733914482,0.7040967257106154
516,1205,1683,15,1,3,11,6.666666666666667,20.0,73.33333333333333,0.7298712099831165,0.3356425942877741
518,538,1187,18,8,2,8,44.44444444444444,11.11111111111111,44.44444444444444,0.9649629230074277,0.1216528952381466
519,557,739,14,5,3,6,35.714285714285715,21.428571428571427,42.857142857142854,1.060944240790747,0.034286934768433364
519,897,1521,18,0,6,12,0.0,33.33333333333333,66.66666666666666,0.6365141682948128,0.42061983571430506
519,1271,1704,14,3,4,7,21.428571428571427,28.57142857142857,50.0,1.0346012329101812,0.05826537388866426
525,639,694,14,0,14,0,0.0,100.0,0.0,0.0,1.0
526,1591,1844,17,4,0,13,23.52941176470588,0.0,76.47058823529412,0.5455945739691843,0.503378416938491
528,1031,1375,13,1,9,3,7.6923076923076925,69.23076923076923,23.076923076923077,0.7902679680745903,0.2806670959118227
531,647,1548,17,1,13,3,5.88235294117647,76.47058823529412,17.647058823529413,0.6779087256441981,0.38294088584604025
532,624,771,18,6,1,11,33.33333333333333,5.555555555555555,61.111111111111114,0.8277381569989198,0.24656026012377952
533,563,1298,14,5,1,8,35.714285714285715,7.142857142857142,57.14285714285714,0.8760057656431737,0.20262518936030705
535,1108,1293,17,7,5,5,41.17647058823529,29.411764705882355,29.411764705882355,1.0852280400722045,0.012182868090918175
536,822,1483,17,5,4,8,29.411764705882355,23.52941176470588,47.05882352941176,1.0551016181686426,0.03960511906545017
536,1003,1542,12,12,0,0,100.0,0.0,0.0,0.0,1.0
538,541,1560,14,0,14,0,0.0,100.0,0.0,0.0,1.0
538,1163,1223,17,2,3,12,11.76470588235294,17.647058823529413,70.58823529411765,0.8037421073162029,0.26840240582907504
542,720,1524,15,2,1,12,13.333333333333334,6.666666666666667,80.0,0.6277052571971504,0.42863805213926576
543,717,1736,15,0,4,11,0.0,26.666666666666668,73.33333333333333,0.5799151714181009,0.472138462859218
543,966,1113,12,0,0,12,0.0,0.0,100.0,0.0,1.0
545,1021,1179,13,6,4,3,46.15384615384615,30.76923076923077,23.076923076923077,1.0579054247036734,0.03705298437339244
546,689,1731,16,10,5,1,62.5,31.25,6.25,0.8305236914828463,0.2440247573693879
547,1000,1442,13,2,0,11,15.384615384615385,0.0,84.61538461538461,0.4293230219306162,0.6092133445447792
553,1303,1730,14,4,5,5,28.57142857142857,35.714285714285715,35.714285714285715,1.0933747175566466,0.004767442677901301
556,983,1820,16,10,1,5,62.5,6.25,31.25,0.8305236914828463,0.2440247573693879
557,881,1669,16,5,3,8,31.25,18.75,50.0,1.0239287996389363,0.06797984129570867
558,563,1796,17,2,14,1,11.76470588235294,82.35294117647058,5.88235294117647,0.5783252866601273,0.4735856383317417
560,947,1049,18,9,5,4,50.0,27.77777777777778,22.22222222222222,1.0366279688586069,0.05642055932639245
561,867,1262,13,13,0,0,100.0,0.0,0.0,0.0,1.0
562,647,840,11,9,2,0,81.81818181818183,18.181818181818183,0.0,0.47413931305783735,0.5684197983688541
562,901,1346,15,5,7,3,33.33333333333333,46.666666666666664,20.0,1.0437570363314084,0.049931402463379126
563,1296,1476,18,8,0,10,44.44444444444444,0.0,55.55555555555556,0.6869615765973234,0.3747006257956995
565,587,1059,18,7,4,7,38.88888888888889,22.22222222222222,38.88888888888889,1.0688206728265008,0.027117497363630005
572,1617,1853,16,1,14,1,6.25,87.5,6.25,0.4634135588264299,0.57818280060544
576,1034,1840,18,0,14,4,0.0,77.77777777777779,22.22222222222222,0.5297061990576545,0.517840639030319
577,1058,1487,18,9,4,5,50.0,22.22222222222222,27.77777777777778,1.0366279688586069,0.05642055932639245
578,618,1167,14,10,1,3,71.42857142857143,7.142857142857142,21.428571428571427,0.7589367727620596,0.3091859789023951
580,790,1171,16,1,11,4,6.25,68.75,25.0,0.7774621319109288,0.29232347031774397
583,756,947,18,2,10,6,11.11111111111111,55.55555555555556,33.33333333333333,0.936888307539016,0.1472075115099596
583,1092,1272,15,0,12,3,0.0,80.0,20.0,0.5004024235381879,0.5445140849964047
585,649,1019,15,10,2,3,66.66666666666666,13.333333333333334,20.0,0.8608513906312316,0.21641929595119025
585,1091,1793,12,7,1,4,58.333333333333336,8.333333333333332,33.33333333333333,0.887694275799104,0.19198584891555315
586,906,979,14,2,0,12,14.285714285714285,0.0,85.71428571428571,0.410116318288409,0.6266960396141128
587,864,1408,11,5,5,1,45.45454545454545,45.45454545454545,9.090909090909092,0.9347698978582794,0.1491357710994321
588,1162,1593,20,4,16,0,20.0,80.0,0.0,0.5004024235381879,0.5445140849964047
590,1059,1521,15,4,5,6,26.666666666666668,33.33333333333333,40.0,1.0851886129676505,0.012218756188075552
591,775,1605,15,2,3,10,13.333333333333334,20.0,66.66666666666666,0.8608513906312316,0.21641929595119025
591,1288,1511,18,1,17,0,5.555555555555555,94.44444444444444,0.0,0.2145591551764051,0.8046998405265214
598,1108,1353,14,8,4,2,57.14285714285714,28.57142857142857,14.285714285714285,0.9556998911125343,0.13008447022637415
601,1536,1773,20,6,6,8,30.0,30.0,40.0,1.0888999753452238,0.00884052856778128
604,899,1127,12,10,0,2,83.33333333333334,0.0,16.666666666666664,0.45056120886630463,0.589881513693482
604,1606,1803,16,14,1,1,87.5,6.25,6.25,0.4634135588264299,0.57818280060544
605,1161,1351,16,3,6,7,18.75,37.5,43.75,1.0433534269422904,0.05029878356158923
606,750,1404,16,7,1,8,43.75,6.25,50.0,0.8815322611881636,0.19759475632947876
607,703,1133,18,17,1,0,94.44444444444444,5.555555555555555,0.0,0.2145591551764051,0.8046998405265214
610,751,1033,18,5,2,11,27.77777777777778,11.11111111111111,61.111111111111114,0.900908873225472,0.17995740397399096
612,794,969,17,7,3,7,41.17647058823529,17.647058823529413,41.17647058823529,1.0368263468339387,0.05623998791154661
613,699,1809,16,3,7,6,18.75,43.75,37.5,1.0433534269422904,0.05029878356158923
613,1144,1238,13,1,5,7,7.6923076923076925,38.46153846153847,53.84615384615385,0.8981370031878679,0.1824804688133298
615,641,667,12,1,7,4,8.333333333333332,58.333333333333336,33.33333333333333,0.887694275799104,0.19198584891555315
617,833,834,13,1,1,11,7.6923076923076925,7.6923076923076925,84.61538461538461,0.5359610497090694,0.5121472286107087
622,701,1820,13,0,1,12,0.0,7.6923076923076925,92.3076923076923,0.2711893730418441,0.7531527948129749
622,1019,1069,13,1,2,10,7.6923076923076925,15.384615384615385,76.92307692307693,0.6870920273799715,0.374581884376189
622,1190,1197,16,16,0,0,100.0,0.0,0.0,0.0,1.0
622,1194,1797,19,6,7,6,31.57894736842105,36.84210526315789,31.57894736842105,1.0958871542125534,0.0024805242792796944
623,1238,1417,17,0,6,11,0.0,35.294117647058826,64.70588235294117,0.649248354870898,0.40902867957356737
625,647,790,14,10,3,1,71.42857142857143,21.428571428571427,7.142857142857142,0.7589367727620596,0.3091859789023951
625,886,918,14,3,3,8,21.428571428571427,21.428571428571427,57.14285714285714,0.9799711820833055,0.1079917891039045
627,656,1665,18,0,11,7,0.0,61.111111111111114,38.88888888888889,0.6682484776645385,0.39173402249606903
628,1112,1285,11,0,8,3,0.0,72.72727272727273,27.27272727272727,0.5859526183035508,0.46664294187540545
628,1497,1826,15,11,3,1,73.33333333333333,20.0,6.666666666666667,0.7298712099831165,0.3356425942877741
629,1420,1850,14,1,1,12,7.142857142857142,7.142857142857142,85.71428571428571,0.509137344082687,0.536563217675333
630,716,1043,14,4,2,8,28.57142857142857,14.285714285714285,57.14285714285714,0.9556998911125343,0.13008447022637415
631,1058,1683,15,1,1,13,6.666666666666667,6.666666666666667,86.66666666666667,0.48509409130221154,0.5584483294918265
631,1084,1206,16,0,11,5,0.0,68.75,31.25,0.6210863745552451,0.4346628187563675
636,1463,1845,14,2,12,0,14.285714285714285,85.71428571428571,0.0,0.410116318288409,0.6266960396141128
637,1449,1498,20,2,5,13,10.0,25.0,65.0,0.8568409950394724,0.22006971533310082
638,1019,1490,15,10,2,3,66.66666666666666,13.333333333333334,20.0,0.8608513906312316,0.21641929595119025
644,1333,1622,16,13,2,1,81.25,12.5,6.25,0.6019239717322894,0.45210518948224665
645,911,1349,15,2,13,0,13.333333333333334,86.66666666666667,0.0,0.39267446722755217,0.6425722966346875
646,674,721,16,3,1,12,18.75,6.25,75.0,0.7029189307735104,0.3601756160713565
648,1425,1785,18,2,13,3,11.11111111111111,72.22222222222221,16.666666666666664,0.7777899315559316,0.2920250942223881
649,1488,1824,20,1,14,5,5.0,70.0,25.0,0.7460326647147849,0.32093180423165557
650,695,1227,19,0,7,12,0.0,36.84210526315789,63.1578947368421,0.6581099875431143,0.40096247390335804
650,908,1320,18,5,2,11,27.77777777777778,11.11111111111111,61.111111111111114,0.900908873225472,0.17995740397399096
653,861,1832,16,4,6,6,25.0,37.5,37.5,1.0821955300387673,0.01494317767849207
654,1001,1400,14,6,6,2,42.857142857142854,42.857142857142854,14.285714285714285,1.0042424730540764,0.08589910798143496
656,1122,1792,16,14,1,1,87.5,6.25,6.25,0.4634135588264299,0.57818280060544
657,774,1109,17,0,8,9,0.0,47.05882352941176,52.94117647058824,0.6914160776171183,0.3706459642324329
659,745,992,16,0,6,10,0.0,37.5,62.5,0.6615632381579821,0.39781918973433217
659,842,1542,16,1,1,14,6.25,6.25,87.5,0.4634135588264299,0.57818280060544
660,997,1690,17,0,1,16,0.0,5.88235294117647,94.11764705882352,0.22371807606583377,0.7963630314593915
662,682,1357,15,0,0,15,0.0,0.0,100.0,0.0,1.0
662,859,1817,15,0,14,1,0.0,93.33333333333333,6.666666666666667,0.24493002679463532,0.7770550818327606
662,1118,1165,18,6,8,4,33.33333333333333,44.44444444444444,22.22222222222222,1.0608569471580214,0.03436639285717502
665,972,1659,14,6,1,7,42.857142857142854,7.142857142857142,50.0,0.8982053397041498,0.18241826623559898
666,699,1007,19,10,3,6,52.63157894736842,15.789473684210526,31.57894736842105,0.9932682101499608,0.0958883125600768
668,935,1077,20,5,0,15,25.0,0.0,75.0,0.5623351446188083,0.4881404928570853
669,870,1832,13,3,4,6,23.076923076923077,30.76923076923077,46.15384615384615,1.0579054247036734,0.03705298437339244
670,1086,1367,15,10,2,3,66.66666666666666,13.333333333333334,20.0,0.8608513906312316,0.21641929595119025
674,853,1204,18,11,0,7,61.111111111111114,0.0,38.88888888888889,0.6682484776645385,0.39173402249606903
675,910,1139,16,13,0,3,81.25,0.0,18.75,0.48257756517701206,0.5607389702858143
676,1189,1696,13,4,4,5,30.76923076923077,30.76923076923077,38.46153846153847,1.0928305535284886,0.005262762122050013
678,1140,1817,13,4,9,0,30.76923076923077,69.23076923076923,0.0,0.6172417697303416,0.4381623288788734
679,1471,1519,17,1,11,5,5.88235294117647,64.70588235294117,29.411764705882355,0.8082699580001821,0.26428097852420795
680,1368,1438,12,3,2,7,25.0,16.666666666666664,58.333333333333336,0.9596147939120492,0.1265209721298245
682,1483,1816,15,2,0,13,13.333333333333334,0.0,86.66666666666667,0.39267446722755217,0.6425722966346875
684,1467,1793,14,5,6,3,35.714285714285715,42.857142857142854,21.428571428571427,1.060944240790747,0.034286934768433364
687,790,1336,13,2,3,8,15.384615384615385,23.076923076923077,61.53846153846154,0.9251290835720823,0.15791121843935296
687,1600,1829,15,11,4,0,73.33333333333333,26.666666666666668,0.0,0.5799151714181009,0.472138462859218
688,1419,1748,14,2,3,9,14.285714285714285,21.428571428571427,64.28571428571429,0.8921178708188162,0.18795931920589992
688,1664,1740,15,2,2,11,13.333333333333334,13.333333333333334,73.33333333333333,0.7647544195674196,0.3038905285734961
691,911,1567,18,8,3,7,44.44444444444444,16.666666666666664,38.88888888888889,1.0263306332944864,0.06579359808659457
691,966,1776,17,3,10,4,17.647058823529413,58.82352941176471,23.52941176470588,0.9586918593253719,0.1273610633942287
693,905,1798,15,0,12,3,0.0,80.0,20.0,0.5004024235381879,0.5445140849964047
694,1322,1576,13,0,2,11,0.0,15.384615384615385,84.61538461538461,0.4293230219306162,0.6092133445447792
695,1051,1659,19,1,17,1,5.263157894736842,89.47368421052632,5.263157894736842,0.40945861869508926,0.6272947035832889
696,927,1503,17,0,16,1,0.0,94.11764705882352,5.88235294117647,0.22371807606583377,0.7963630314593915
699,991,1368,17,0,14,3,0.0,82.35294117647058,17.647058823529413,0.4659992569610426,0.5758291967350997
699,1398,1568,17,2,3,12,11.76470588235294,17.647058823529413,70.58823529411765,0.8037421073162029,0.26840240582907504
702,874,1608,17,6,4,7,35.294117647058826,23.52941176470588,41.17647058823529,1.073383620336505,0.022964123550984872
704,812,1029,12,3,5,4,25.0,41.66666666666667,33.33333333333333,1.0775563270668007,0.01916596220385991
706,731,1160,18,0,18,0,0.0,100.0,0.0,0.0,1.0
706,914,1120,21,4,2,15,19.047619047619047,9.523809523809524,71.42857142857143,0.7801307795266323,0.2898943625758864
706,963,1523,15,3,9,3,20.0,60.0,20.0,0.9502705392332347,0.1350264792820728
708,1260,1701,16,9,1,6,56.25,6.25,37.5,0.8647400965276372,0.21287964330346687
711,923,1436,20,2,6,12,10.0,30.0,60.0,0.8979457248567798,0.18265457785348993
713,1187,1490,15,5,3,7,33.33333333333333,20.0,46.666666666666664,1.0437570363314084,0.049931402463379126
716,793,1378,15,1,2,12,6.666666666666667,13.333333333333334,80.0,0.6277052571971504,0.42863805213926576
716,1067,1286,19,13,3,3,68.42105263157895,15.789473684210526,15.789473684210526,0.8425434329028281,0.2330839172350092
717,792,1621,17,12,1,4,70.58823529411765,5.88235294117647,23.52941176470588,0.7529746827658885,0.31461290708958944
721,1197,1558,13,0,12,1,0.0,92.3076923076923,7.6923076923076925,0.2711893730418441,0.7531527948129749
727,757,1568,19,14,1,4,73.68421052631578,5.263157894736842,21.052631578947366,0.708018976056273,0.3555333547974129
729,1294,1445,18,7,7,4,38.88888888888889,38.88888888888889,22.22222222222222,1.0688206728265008,0.027117497363630005
730,1075,1627,17,0,0,17,0.0,0.0,100.0,0.0,1.0
731,1184,1575,14,1,2,11,7.142857142857142,14.285714285714285,78.57142857142857,0.6559757323365467,0.40290515671200844
732,988,1613,18,18,0,0,100.0,0.0,0.0,0.0,1.0
732,996,1619,20,11,4,5,55.00000000000001,20.0,25.0,0.997271523182384,0.09224434000149873
734,737,1036,18,2,5,11,11.11111111111111,27.77777777777778,61.111111111111114,0.900908873225472,0.17995740397399096
734,986,1132,16,8,1,7,50.0,6.25,43.75,0.8815322611881636,0.19759475632947876
735,982,1411,22,17,5,0,77.27272727272727,22.727272727272727,0.0,0.535959889216217,0.5121482849368253
735,983,1325,16,2,3,11,12.5,18.75,68.75,0.8314025204956377,0.24322481272844754
735,1144,1696,15,3,7,5,20.0,46.666666666666664,33.33333333333333,1.0437570363314084,0.049931402463379126
736,1446,1710,13,5,8,0,38.46153846153847,61.53846153846154,0.0,0.666278442414676,0.39352722585833155
738,971,1279,16,3,12,1,18.75,75.0,6.25,0.7029189307735104,0.3601756160713565
740,853,1467,13,3,0,10,23.076923076923077,0.0,76.92307692307693,0.5402041423888608,0.5082849992113494
742,1514,1774,14,0,6,8,0.0,42.857142857142854,57.14285714285714,0.6829081047004717,0.37839025492024336
749,878,1029,14,0,5,9,0.0,35.714285714285715,64.28571428571429,0.6517565611726531,0.4067456118092372
749,1087,1300,19,1,15,3,5.263157894736842,78.94736842105263,15.789473684210526,0.6330395116644678,0.42378260447830407
749,1109,1360,15,2,11,2,13.333333333333334,73.33333333333333,13.333333333333334,0.7647544195674196,0.3038905285734961
749,1639,1774,19,1,12,6,5.263157894736842,63.1578947368421,31.57894736842105,0.8092054732283177,0.2634294358664522
751,1073,1108,12,0,11,1,0.0,91.66666666666666,8.333333333333332,0.2868359830561607,0.7389106366142117
752,1351,1782,16,2,13,1,12.5,81.25,6.25,0.6019239717322894,0.45210518948224665
752,1478,1617,13,4,7,2,30.76923076923077,53.84615384615385,15.384615384615385,0.9839614460010255,0.10435969436140202
755,1216,1355,17,4,13,0,23.52941176470588,76.47058823529412,0.0,0.5455945739691843,0.503378416938491
755,1221,1619,18,5,13,0,27.77777777777778,72.22222222222221,0.0,0.5908422462755826,0.4621922106916504
757,872,1716,21,5,4,12,23.809523809523807,19.047619047619047,57.14285714285714,0.9773202089564674,0.110404808832686
758,878,1818,21,7,10,4,33.33333333333333,47.61904761904761,19.047619047619047,1.0353605606849843,0.05757420396217128
759,1063,1677,13,1,11,1,7.6923076923076925,84.61538461538461,7.6923076923076925,0.5359610497090694,0.5121472286107087
759,1237,1757,19,8,2,9,42.10526315789473,10.526315789473683,47.368421052631575,0.9551311954514641,0.1306021193250927
760,1358,1759,15,5,6,4,33.33333333333333,40.0,26.666666666666668,1.0851886129676505,0.012218756188075552
762,1483,1583,19,8,7,4,42.10526315789473,36.84210526315789,21.052631578947366,1.0601189359398382,0.035038159617655995
763,870,1600,14,11,2,1,78.57142857142857,14.285714285714285,7.142857142857142,0.6559757323365467,0.40290515671200844
767,1230,1412,14,10,0,4,71.42857142857143,0.0,28.57142857142857,0.5982695885852573,0.45543155237179933
